390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0
488.0,488.0,488.0,488.0,488.0,396.0,488.0,488.0,488.0,488.0,488.0
611.0,611.0,611.0,611.0,496.0,488.0,496.0,611.0,611.0,611.0,611.0
764.0,764.0,764.0,620.0,611.0,488.0,611.0,620.0,764.0,764.0,764.0
956.0,956.0,776.0,764.0,611.0,488.0,611.0,764.0,776.0,956.0,956.0
1196.0,971.0,956.0,764.0,611.0,488.0,611.0,764.0,956.0,971.0,1196.0
1496.0,1196.0,956.0,764.0,611.0,488.0,611.0,764.0,956.0,1196.0,1496.0
