n,t,x,y,p
zombie69,11.16,8.75,-5.25,100
zombie69,11.52,8.75,-5.75,100
zombie69,11.879999999999999,9.25,-6.25,100
zombie69,12.24,9.25,-6.75,100
zombie69,12.6,9.75,-6.75,100
zombie69,12.959999999999999,9.75,-7.25,100
zombie69,13.32,10.25,-7.75,100
zombie69,13.68,10.75,-7.75,100
zombie69,14.04,11.25,-8.25,100
zombie69,14.399999999999999,11.75,-8.25,100
zombie69,14.76,12.25,-8.75,100
zombie69,15.12,12.75,-8.25,100
zombie69,15.479999999999999,13.25,-8.25,100
zombie69,15.84,13.75,-8.75,100
zombie69,16.2,14.25,-8.75,100
zombie70,0.0,3.75,-3.75,100
zombie70,0.36,4.25,-3.25,100
zombie70,0.72,4.75,-2.75,100
zombie70,1.08,4.75,-3.25,100
zombie70,1.44,5.25,-3.25,100
zombie70,1.7999999999999998,5.75,-3.25,100
zombie70,2.16,5.75,-2.75,100
zombie70,2.52,5.75,-3.25,100
zombie70,2.88,5.75,-2.75,100
zombie70,3.2399999999999998,6.25,-3.25,100
zombie70,3.5999999999999996,6.75,-2.75,100
zombie70,3.96,6.25,-3.25,100
zombie70,4.32,6.75,-3.75,100
zombie70,4.68,6.25,-3.25,100
zombie70,5.04,6.25,-2.75,100
zombie70,5.3999999999999995,6.75,-2.75,100
zombie70,5.76,7.25,-3.25,100
zombie70,6.12,7.75,-3.25,100
zombie70,6.4799999999999995,7.25,-3.75,100
zombie70,6.84,7.75,-3.25,100
zombie70,7.199999999999999,8.25,-3.25,100
zombie70,7.56,8.75,-3.75,100
zombie70,7.92,8.25,-3.75,100
zombie70,8.28,8.75,-3.75,100
zombie70,8.64,9.25,-3.75,100
zombie70,9.0,9.25,-4.25,100
zombie70,9.36,9.75,-4.25,100
zombie70,9.719999999999999,10.25,-4.25,100
zombie70,10.08,10.25,-4.75,100
zombie70,10.44,9.75,-5.25,100
zombie70,10.799999999999999,9.25,-5.75,100
zombie70,11.16,9.25,-6.25,100
zombie70,11.52,9.75,-6.75,100
zombie70,11.879999999999999,10.25,-7.25,100
zombie70,12.24,10.25,-6.75,100
zombie70,12.6,10.25,-7.25,100
zombie70,12.959999999999999,9.75,-7.75,100
zombie70,13.32,9.75,-8.25,100
zombie70,13.68,10.25,-8.75,100
zombie70,14.04,10.75,-9.25,100
zombie70,14.399999999999999,11.25,-9.25,100
zombie70,14.76,11.75,-8.75,100
zombie70,15.12,12.25,-9.25,100
zombie70,15.479999999999999,12.75,-9.25,100
zombie70,15.84,13.25,-9.25,100
zombie70,16.2,13.75,-9.75,100
zombie70,16.56,14.25,-9.75,100
zombie71,0.0,0.75,-0.75,100
zombie71,0.36,1.25,-1.25,100
zombie71,0.72,1.75,-1.25,100
zombie71,1.08,2.25,-1.25,100
zombie71,1.44,2.75,-1.25,100
zombie71,1.7999999999999998,3.25,-1.75,100
zombie71,2.16,3.25,-2.25,100
zombie71,2.52,3.25,-2.75,100
zombie71,2.88,3.75,-2.25,100
zombie71,3.2399999999999998,4.25,-2.75,100
zombie71,3.5999999999999996,4.75,-2.25,100
zombie71,3.96,4.25,-2.75,100
zombie71,4.32,3.75,-2.75,100
zombie71,4.68,4.25,-2.25,100
zombie71,5.04,4.25,-1.75,100
zombie71,5.3999999999999995,4.25,-2.25,100
zombie71,5.76,4.75,-2.75,100
zombie71,6.12,5.25,-3.25,100
zombie71,6.4799999999999995,5.75,-3.75,100
zombie71,6.84,5.75,-3.25,100
zombie71,7.199999999999999,5.75,-3.75,100
zombie71,7.56,5.75,-4.25,100
zombie71,7.92,6.25,-3.75,100
zombie71,8.28,6.75,-3.25,100
zombie71,8.64,7.25,-3.75,100
zombie71,9.0,7.75,-4.25,100
zombie71,9.36,8.25,-3.75,100
zombie71,9.719999999999999,8.75,-3.75,100
zombie71,10.08,8.75,-4.25,100
zombie71,10.44,9.25,-4.25,100
zombie71,10.799999999999999,9.75,-4.25,100
zombie71,11.16,9.75,-4.75,100
zombie71,11.52,10.25,-4.75,100
zombie71,11.879999999999999,10.25,-5.25,100
zombie71,12.24,10.25,-5.75,100
zombie71,12.6,9.75,-6.25,100
zombie71,12.959999999999999,9.75,-6.75,100
zombie71,13.68,9.75,-7.25,100
zombie71,14.04,10.25,-7.75,100
zombie71,14.399999999999999,10.75,-8.25,100
zombie71,14.76,11.25,-7.75,100
zombie71,15.12,11.75,-7.75,100
zombie71,15.479999999999999,12.25,-8.25,100
zombie71,15.84,12.75,-8.25,100
zombie71,16.2,13.25,-8.25,100
zombie71,16.56,13.75,-8.25,100
zombie71,16.919999999999998,14.25,-8.25,100
zombie72,0.0,6.25,-0.25,100
zombie72,0.36,5.75,-0.75,100
zombie72,0.72,5.25,-1.25,100
zombie72,1.08,5.75,-1.75,100
zombie72,1.44,6.25,-1.75,100
zombie72,1.7999999999999998,6.75,-2.25,100
zombie72,2.16,6.75,-2.75,100
zombie72,2.52,7.25,-2.75,100
zombie72,2.88,7.75,-2.75,100
zombie72,3.2399999999999998,7.25,-2.75,100
zombie72,3.5999999999999996,7.75,-2.75,100
zombie72,3.96,7.25,-2.75,100
zombie72,4.32,7.25,-3.25,100
zombie72,4.68,7.75,-3.25,100
zombie72,5.04,7.25,-3.75,100
zombie72,5.3999999999999995,6.75,-3.25,100
zombie72,5.76,7.25,-3.75,100
zombie72,6.12,7.25,-4.25,100
zombie72,6.4799999999999995,7.25,-4.75,100
zombie72,6.84,7.25,-4.25,100
zombie72,7.199999999999999,7.25,-4.75,100
zombie72,7.56,6.75,-5.25,100
zombie72,7.92,6.25,-5.75,100
zombie72,8.28,6.75,-5.25,100
zombie72,8.64,7.25,-5.75,100
zombie72,9.0,7.75,-5.75,100
zombie72,10.08,7.25,-6.25,100
zombie72,10.44,7.75,-6.25,100
zombie72,10.799999999999999,8.25,-6.75,100
zombie72,11.16,8.75,-6.75,100
zombie72,12.6,9.25,-6.75,100
zombie72,12.959999999999999,9.25,-7.25,100
zombie72,13.32,9.25,-7.75,100
zombie72,13.68,9.75,-7.75,100
zombie72,14.04,10.25,-8.25,100
zombie72,14.399999999999999,10.75,-7.75,100
zombie72,14.76,11.25,-8.25,100
zombie72,15.12,11.75,-8.25,100
zombie72,15.479999999999999,12.25,-8.75,100
zombie72,15.84,12.75,-8.75,100
zombie72,16.2,13.25,-8.75,100
zombie72,16.56,13.75,-9.25,100
zombie72,16.919999999999998,14.25,-9.75,100
zombie73,0.0,5.75,-2.75,100
zombie73,0.36,5.75,-3.25,100
zombie73,0.72,6.25,-3.75,100
zombie73,1.08,6.75,-3.25,100
zombie73,1.44,7.25,-3.25,100
zombie73,1.7999999999999998,7.25,-3.75,100
zombie73,2.16,6.75,-4.25,100
zombie73,2.52,7.25,-4.25,100
zombie73,2.88,6.75,-4.75,100
zombie73,3.2399999999999998,6.25,-4.75,100
zombie73,3.5999999999999996,6.75,-4.25,100
zombie73,3.96,6.25,-3.75,100
zombie73,4.32,6.75,-4.25,100
zombie73,4.68,7.25,-4.75,100
zombie73,5.04,6.75,-4.75,100
zombie73,5.3999999999999995,6.25,-4.75,100
zombie73,5.76,6.25,-5.25,100
zombie73,6.4799999999999995,5.75,-5.25,100
zombie73,6.84,6.25,-5.25,100
zombie73,7.199999999999999,6.75,-5.75,100
zombie73,7.56,7.25,-5.75,100
zombie73,7.92,7.75,-6.25,100
zombie73,8.28,8.25,-5.75,100
zombie73,9.719999999999999,8.25,-5.25,100
zombie73,10.08,8.75,-4.75,100
zombie73,10.44,9.25,-4.75,100
zombie73,10.799999999999999,9.75,-5.25,100
zombie73,11.16,10.25,-5.75,100
zombie73,11.52,10.75,-6.25,100
zombie73,11.879999999999999,10.25,-5.75,100
zombie73,12.24,9.75,-6.25,100
zombie73,12.6,10.25,-6.75,100
zombie73,12.959999999999999,10.25,-7.25,100
zombie73,13.68,10.25,-7.75,100
zombie73,14.04,9.75,-8.25,100
zombie73,14.399999999999999,10.25,-8.75,100
zombie73,14.76,10.75,-9.25,100
zombie73,15.12,11.25,-9.25,100
zombie73,15.479999999999999,11.75,-8.75,100
zombie73,15.84,12.25,-9.25,100
zombie73,16.2,12.75,-9.25,100
zombie73,16.56,13.25,-9.25,100
zombie73,16.919999999999998,13.75,-9.75,100
zombie73,17.28,14.25,-9.75,100
zombie74,0.0,0.75,-1.25,100
zombie74,0.36,1.25,-0.75,100
zombie74,0.72,1.75,-0.75,100
zombie74,1.08,2.25,-0.25,100
zombie74,1.44,2.75,-0.75,100
zombie74,1.7999999999999998,3.25,-1.25,100
zombie74,2.16,3.75,-1.25,100
zombie74,2.52,3.75,-1.75,100
zombie74,2.88,4.25,-1.75,100
zombie74,3.2399999999999998,4.25,-1.25,100
zombie74,3.5999999999999996,4.25,-1.75,100
zombie74,3.96,4.75,-2.25,100
zombie74,4.32,5.25,-2.25,100
zombie74,4.68,5.25,-2.75,100
zombie74,5.04,5.75,-2.75,100
zombie74,5.3999999999999995,5.75,-3.25,100
zombie74,5.76,5.75,-2.75,100
zombie74,6.12,6.25,-2.25,100
zombie74,6.4799999999999995,6.25,-2.75,100
zombie74,6.84,6.75,-3.25,100
zombie74,7.199999999999999,7.25,-3.75,100
zombie74,7.56,6.75,-4.25,100
zombie74,7.92,7.25,-3.75,100
zombie74,8.28,7.75,-4.25,100
zombie74,8.64,8.25,-4.75,100
zombie74,9.0,8.75,-5.25,100
zombie74,9.36,8.25,-4.75,100
zombie74,9.719999999999999,7.75,-4.25,100
zombie74,10.08,8.25,-3.75,100
zombie74,10.44,8.75,-3.75,100
zombie74,10.799999999999999,9.25,-3.75,100
zombie74,11.16,9.25,-4.25,100
zombie74,11.52,9.75,-4.25,100
zombie74,11.879999999999999,9.75,-4.75,100
zombie74,12.24,10.25,-4.75,100
zombie74,12.6,9.75,-5.25,100
zombie74,12.959999999999999,9.75,-5.75,100
zombie74,13.32,10.25,-6.25,100
zombie74,13.68,10.25,-6.75,100
zombie74,14.04,9.75,-7.25,100
zombie74,14.399999999999999,9.75,-7.75,100
zombie74,14.76,10.25,-8.25,100
zombie74,15.12,10.75,-8.25,100
zombie74,15.479999999999999,11.25,-7.75,100
zombie74,15.84,11.75,-7.75,100
zombie74,16.2,12.25,-8.25,100
zombie74,16.56,12.75,-7.75,100
zombie74,16.919999999999998,13.25,-7.75,100
zombie74,17.28,13.75,-7.75,100
zombie74,17.64,14.25,-8.25,100
zombie75,0.0,1.25,-6.75,100
zombie75,0.36,1.75,-7.25,100
zombie75,0.72,1.75,-6.75,100
zombie75,1.08,2.25,-6.25,100
zombie75,1.44,2.75,-6.25,100
zombie75,1.7999999999999998,3.25,-6.25,100
zombie75,2.16,3.75,-5.75,100
zombie75,2.52,4.25,-6.25,100
zombie75,2.88,4.75,-6.75,100
zombie75,3.2399999999999998,5.25,-6.75,100
zombie75,3.5999999999999996,5.75,-6.25,100
zombie75,3.96,6.25,-6.75,100
zombie75,4.32,6.75,-6.75,100
zombie75,4.68,7.25,-6.75,100
zombie75,5.04,6.75,-6.75,100
zombie75,5.3999999999999995,7.25,-6.75,100
zombie75,5.76,6.75,-6.25,100
zombie75,6.12,6.75,-5.75,100
zombie75,6.4799999999999995,6.25,-6.25,100
zombie75,6.84,5.75,-6.25,100
zombie75,7.199999999999999,5.75,-6.75,100
zombie75,7.56,5.75,-6.25,100
zombie75,7.92,6.25,-6.75,100
zombie75,8.28,5.75,-6.25,100
zombie75,8.64,6.25,-6.75,100
zombie75,9.0,6.75,-6.75,100
zombie75,9.36,7.25,-6.75,100
zombie75,10.08,7.75,-6.75,100
zombie75,10.44,7.25,-6.75,100
zombie75,10.799999999999999,7.75,-6.25,100
zombie75,11.16,8.25,-6.75,100
zombie75,12.6,8.75,-6.75,100
zombie75,12.959999999999999,9.25,-6.75,100
zombie75,14.399999999999999,9.75,-7.25,100
zombie75,14.76,10.25,-7.75,100
zombie75,15.12,10.75,-7.75,100
zombie75,15.479999999999999,11.25,-8.25,100
zombie75,15.84,11.75,-8.25,100
zombie75,16.2,12.25,-8.75,100
zombie75,16.56,12.75,-8.25,100
zombie75,16.919999999999998,13.25,-8.25,100
zombie75,17.28,13.75,-8.25,100
zombie75,17.64,14.25,-8.75,100
zombie76,0.0,3.75,-0.25,100
zombie76,0.36,3.75,-0.75,100
zombie76,0.72,4.25,-0.75,100
zombie76,1.08,4.25,-1.25,100
zombie76,1.44,4.75,-1.75,100
zombie76,1.7999999999999998,4.25,-2.25,100
zombie76,2.16,4.25,-1.75,100
zombie76,2.52,4.25,-1.25,100
zombie76,2.88,4.75,-1.25,100
zombie76,3.2399999999999998,5.25,-1.75,100
zombie76,3.5999999999999996,5.25,-2.25,100
zombie76,3.96,5.75,-2.25,100
zombie76,4.32,6.25,-2.75,100
zombie76,4.68,6.75,-3.25,100
zombie76,5.04,6.75,-3.75,100
zombie76,5.3999999999999995,6.25,-3.25,100
zombie76,5.76,6.25,-2.75,100
zombie76,6.12,6.75,-3.25,100
zombie76,6.4799999999999995,6.25,-3.75,100
zombie76,6.84,6.25,-3.25,100
zombie76,7.199999999999999,6.25,-3.75,100
zombie76,7.56,6.75,-3.25,100
zombie76,7.92,7.25,-3.25,100
zombie76,8.28,7.75,-3.75,100
zombie76,8.64,8.25,-3.75,100
zombie76,9.0,8.25,-4.25,100
zombie76,9.36,8.75,-4.25,100
zombie76,9.719999999999999,9.25,-4.75,100
zombie76,10.08,9.75,-5.25,100
zombie76,10.44,9.75,-4.75,100
zombie76,10.799999999999999,10.25,-5.25,100
zombie76,11.16,9.75,-5.75,100
zombie76,11.52,9.25,-5.75,100
zombie76,11.879999999999999,9.75,-6.25,100
zombie76,12.24,9.25,-5.75,100
zombie76,12.959999999999999,9.75,-6.25,100
zombie76,13.32,10.25,-6.75,100
zombie76,13.68,10.25,-7.25,100
zombie76,14.399999999999999,10.25,-7.75,100
zombie76,14.76,9.75,-8.25,100
zombie76,15.12,10.25,-8.75,100
zombie76,15.479999999999999,10.75,-9.25,100
zombie76,15.84,11.25,-9.25,100
zombie76,16.2,11.75,-9.75,100
zombie76,16.56,12.25,-9.75,100
zombie76,16.919999999999998,12.75,-9.75,100
zombie76,17.28,13.25,-9.75,100
zombie76,17.64,13.75,-9.75,100
zombie76,18.0,14.25,-9.75,100
zombie77,0.0,4.75,-6.25,100
zombie77,0.36,5.25,-6.25,100
zombie77,0.72,5.75,-6.75,100
zombie77,1.08,5.25,-6.25,100
zombie77,1.44,5.75,-6.75,100
zombie77,1.7999999999999998,6.25,-6.75,100
zombie77,2.16,6.75,-6.75,100
zombie77,2.52,6.25,-6.75,100
zombie77,2.88,6.75,-6.75,100
zombie77,3.2399999999999998,7.25,-6.75,100
zombie77,3.5999999999999996,7.75,-6.75,100
zombie77,3.96,8.25,-6.25,100
zombie77,4.32,8.75,-6.25,100
zombie77,6.4799999999999995,9.25,-5.75,100
zombie77,6.84,9.75,-6.25,100
zombie77,7.199999999999999,9.25,-5.75,100
zombie77,7.56,8.75,-6.25,100
zombie77,7.92,8.75,-5.75,100
zombie77,8.28,9.25,-5.25,100
zombie77,8.64,8.75,-5.75,100
zombie77,9.0,9.25,-6.25,100
zombie77,9.36,9.75,-6.75,100
zombie77,9.719999999999999,9.25,-7.25,100
zombie77,10.08,9.75,-7.25,100
zombie77,10.44,10.25,-7.25,100
zombie77,10.799999999999999,10.25,-6.75,100
zombie77,11.52,10.25,-6.25,100
zombie77,11.879999999999999,10.75,-6.75,100
zombie77,12.959999999999999,10.25,-6.75,100
zombie77,13.32,9.75,-7.25,100
zombie77,13.68,9.25,-7.25,100
zombie77,14.04,9.25,-7.75,100
zombie77,14.399999999999999,9.25,-8.25,100
zombie77,14.76,9.75,-8.75,100
zombie77,15.12,10.25,-9.25,100
zombie77,15.479999999999999,10.75,-8.75,100
zombie77,15.84,11.25,-8.75,100
zombie77,16.2,11.75,-8.75,100
zombie77,16.56,12.25,-9.25,100
zombie77,16.919999999999998,12.75,-9.25,100
zombie77,17.28,13.25,-9.25,100
zombie77,17.64,13.75,-8.75,100
zombie77,18.0,14.25,-8.75,100
zombie78,0.0,3.25,-0.25,100
zombie78,0.36,3.25,-0.75,100
zombie78,0.72,3.75,-1.25,100
zombie78,1.08,3.25,-1.75,100
zombie78,1.44,3.75,-1.25,100
zombie78,1.7999999999999998,4.25,-1.25,100
zombie78,2.16,4.75,-1.75,100
zombie78,2.52,4.25,-2.25,100
zombie78,2.88,4.75,-1.75,100
zombie78,3.2399999999999998,4.75,-2.25,100
zombie78,3.5999999999999996,4.75,-1.75,100
zombie78,3.96,4.25,-2.25,100
zombie78,4.32,4.25,-1.75,100
zombie78,4.68,4.25,-1.25,100
zombie78,5.04,3.75,-1.75,100
zombie78,5.3999999999999995,3.75,-2.25,100
zombie78,5.76,4.25,-2.75,100
zombie78,6.12,4.75,-2.25,100
zombie78,6.4799999999999995,4.75,-2.75,100
zombie78,6.84,5.25,-3.25,100
zombie78,7.199999999999999,5.25,-3.75,100
zombie78,7.56,5.75,-3.25,100
zombie78,7.92,5.75,-3.75,100
zombie78,8.28,6.25,-4.25,100
zombie78,8.64,6.25,-3.75,100
zombie78,9.0,6.75,-3.25,100
zombie78,9.36,6.75,-3.75,100
zombie78,9.719999999999999,7.25,-3.75,100
zombie78,10.08,7.75,-3.75,100
zombie78,10.44,8.25,-4.25,100
zombie78,10.799999999999999,8.75,-4.25,100
zombie78,11.16,9.25,-4.75,100
zombie78,11.52,8.75,-5.25,100
zombie78,11.879999999999999,8.75,-5.75,100
zombie78,12.24,9.25,-6.25,100
zombie78,13.68,9.75,-6.75,100
zombie78,14.04,10.25,-6.25,100
zombie78,14.399999999999999,10.25,-6.75,100
zombie78,14.76,10.25,-7.25,100
zombie78,15.12,9.75,-7.75,100
zombie78,15.479999999999999,10.25,-8.25,100
zombie78,15.84,10.75,-7.75,100
zombie78,16.2,11.25,-8.25,100
zombie78,16.56,11.75,-8.25,100
zombie78,16.919999999999998,12.25,-8.75,100
zombie78,17.28,12.75,-8.75,100
zombie78,17.64,13.25,-8.75,100
zombie78,18.0,13.75,-9.25,100
zombie78,18.36,14.25,-9.75,100
zombie79,0.0,0.25,-5.25,100
zombie79,0.36,0.75,-5.25,100
zombie79,0.72,1.25,-5.75,100
zombie79,1.08,1.75,-6.25,100
zombie79,1.44,2.25,-5.75,100
zombie79,1.7999999999999998,2.75,-5.75,100
zombie79,2.16,3.25,-5.25,100
zombie79,2.52,3.75,-4.75,100
zombie79,2.88,4.25,-5.25,100
zombie79,3.2399999999999998,4.75,-4.75,100
zombie79,3.5999999999999996,5.25,-4.25,100
zombie79,3.96,4.75,-4.75,100
zombie79,4.32,5.25,-4.25,100
zombie79,4.68,5.75,-3.75,100
zombie79,5.04,5.75,-3.25,100
zombie79,5.3999999999999995,5.25,-2.75,100
zombie79,5.76,4.75,-3.25,100
zombie79,6.12,4.75,-3.75,100
zombie79,6.4799999999999995,5.25,-4.25,100
zombie79,6.84,5.75,-4.75,100
zombie79,7.199999999999999,5.25,-5.25,100
zombie79,7.56,5.25,-4.75,100
zombie79,7.92,5.25,-4.25,100
zombie79,8.28,5.75,-4.25,100
zombie79,8.64,5.75,-4.75,100
zombie79,9.0,6.25,-5.25,100
zombie79,9.36,6.75,-5.75,100
zombie79,9.719999999999999,6.75,-5.25,100
zombie79,10.08,7.25,-4.75,100
zombie79,10.44,7.75,-4.25,100
zombie79,10.799999999999999,8.25,-3.75,100
zombie79,11.16,8.25,-4.25,100
zombie79,11.52,8.75,-4.75,100
zombie79,11.879999999999999,9.25,-4.75,100
zombie79,12.24,8.75,-5.25,100
zombie79,12.6,9.25,-4.75,100
zombie79,12.959999999999999,9.75,-4.75,100
zombie79,13.32,10.25,-5.25,100
zombie79,13.68,10.25,-5.75,100
zombie79,14.04,10.75,-5.75,100
zombie79,14.399999999999999,10.75,-6.25,100
zombie79,14.76,10.25,-6.75,100
zombie79,15.12,10.25,-7.25,100
zombie79,15.479999999999999,10.25,-7.75,100
zombie79,15.84,10.75,-8.25,100
zombie79,16.2,11.25,-7.75,100
zombie79,16.56,11.75,-7.75,100
zombie79,16.919999999999998,12.25,-8.25,100
zombie79,17.28,12.75,-8.25,100
zombie79,17.64,13.25,-8.25,100
zombie79,18.0,13.75,-8.25,100
zombie79,18.36,14.25,-8.25,100
zombie80,0.0,9.25,-0.25,100
zombie80,0.36,9.75,-0.75,100
zombie80,0.72,10.25,-1.25,100
zombie80,1.08,9.75,-1.75,100
zombie80,1.44,9.25,-2.25,100
zombie80,1.7999999999999998,8.75,-2.75,100
zombie80,2.16,9.25,-3.25,100
zombie80,2.52,9.75,-3.75,100
zombie80,2.88,9.25,-4.25,100
zombie80,3.2399999999999998,9.25,-3.75,100
zombie80,3.5999999999999996,9.75,-4.25,100
zombie80,3.96,10.25,-4.75,100
zombie80,4.32,9.75,-4.25,100
zombie80,4.68,10.25,-4.75,100
zombie80,5.04,9.75,-5.25,100
zombie80,5.3999999999999995,9.75,-4.75,100
zombie80,5.76,9.75,-5.25,100
zombie80,6.12,9.75,-4.75,100
zombie80,6.4799999999999995,9.75,-5.25,100
zombie80,6.84,10.25,-4.75,100
zombie80,7.56,9.75,-5.25,100
zombie80,7.92,10.25,-5.25,100
zombie80,8.28,9.75,-4.75,100
zombie80,8.64,10.25,-4.75,100
zombie80,9.0,9.75,-5.25,100
zombie80,9.36,10.25,-4.75,100
zombie80,9.719999999999999,9.75,-4.75,100
zombie80,10.08,10.25,-5.25,100
zombie80,10.44,10.25,-5.75,100
zombie80,10.799999999999999,9.75,-6.25,100
zombie80,11.16,9.75,-6.75,100
zombie80,11.52,9.75,-6.25,100
zombie80,11.879999999999999,9.75,-6.75,100
zombie80,12.24,10.25,-6.25,100
zombie80,12.959999999999999,10.25,-5.75,100
zombie80,13.32,9.75,-6.25,100
zombie80,14.04,9.75,-6.75,100
zombie80,14.399999999999999,9.25,-7.25,100
zombie80,14.76,9.25,-7.75,100
zombie80,15.12,9.25,-8.25,100
zombie80,15.479999999999999,9.75,-8.25,100
zombie80,15.84,10.25,-8.75,100
zombie80,16.2,10.75,-9.25,100
zombie80,16.56,11.25,-9.25,100
zombie80,16.919999999999998,11.75,-8.75,100
zombie80,17.28,12.25,-9.25,100
zombie80,17.64,12.75,-9.25,100
zombie80,18.0,13.25,-9.25,100
zombie80,18.36,13.75,-9.75,100
zombie80,18.72,14.25,-9.75,100
zombie81,0.0,4.75,-5.25,100
zombie81,0.36,5.25,-4.75,100
zombie81,0.72,5.75,-4.25,100
zombie81,1.08,6.25,-4.25,100
zombie81,1.44,6.75,-4.75,100
zombie81,1.7999999999999998,7.25,-4.75,100
zombie81,2.16,7.75,-5.25,100
zombie81,2.52,8.25,-5.75,100
zombie81,2.88,8.75,-5.25,100
zombie81,3.2399999999999998,8.75,-5.75,100
zombie81,3.5999999999999996,8.25,-5.25,100
zombie81,3.96,8.25,-4.75,100
zombie81,4.32,7.75,-4.75,100
zombie81,4.68,8.25,-5.25,100
zombie81,5.04,8.25,-5.75,100
zombie81,6.4799999999999995,8.75,-6.25,100
zombie81,6.84,9.25,-6.75,100
zombie81,7.199999999999999,9.75,-6.75,100
zombie81,7.56,10.25,-6.25,100
zombie81,7.92,10.75,-6.75,100
zombie81,8.28,10.25,-6.25,100
zombie81,8.64,10.75,-6.75,100
zombie81,9.0,10.25,-6.25,100
zombie81,9.36,10.75,-6.75,100
zombie81,10.08,10.75,-6.25,100
zombie81,10.44,10.75,-6.75,100
zombie81,10.799999999999999,10.75,-6.25,100
zombie81,11.16,10.75,-5.75,100
zombie81,11.879999999999999,10.75,-6.25,100
zombie81,12.24,10.75,-5.75,100
zombie81,12.6,10.75,-6.25,100
zombie81,12.959999999999999,10.75,-5.75,100
zombie81,13.32,10.75,-6.25,100
zombie81,13.68,10.75,-6.75,100
zombie81,14.04,10.75,-6.25,100
zombie81,14.399999999999999,10.75,-6.75,100
zombie81,15.12,10.25,-6.75,100
zombie81,15.479999999999999,9.75,-7.25,100
zombie81,15.84,10.25,-7.75,100
zombie81,16.2,10.25,-8.25,100
zombie81,16.56,10.75,-7.75,100
zombie81,16.919999999999998,11.25,-8.25,100
zombie81,17.28,11.75,-8.25,100
zombie81,17.64,12.25,-8.75,100
zombie81,18.0,12.75,-8.25,100
zombie81,18.36,13.25,-8.25,100
zombie81,18.72,13.75,-8.25,100
zombie81,19.08,14.25,-8.25,100
zombie82,0.0,0.75,-0.25,100
zombie82,0.36,1.25,-0.25,100
zombie82,0.72,1.75,-0.25,100
zombie82,1.08,2.25,-0.75,100
zombie82,1.44,2.75,-0.25,100
zombie82,1.7999999999999998,3.25,-0.75,100
zombie82,2.16,3.75,-0.75,100
zombie82,2.52,4.25,-0.75,100
zombie82,2.88,3.75,-0.75,100
zombie82,3.2399999999999998,4.25,-0.75,100
zombie82,3.5999999999999996,4.75,-1.25,100
zombie82,3.96,5.25,-1.75,100
zombie82,4.32,5.75,-1.75,100
zombie82,4.68,5.75,-2.25,100
zombie82,5.04,6.25,-2.25,100
zombie82,5.3999999999999995,6.75,-2.25,100
zombie82,5.76,7.25,-2.75,100
zombie82,6.12,7.75,-2.75,100
zombie82,6.4799999999999995,7.25,-3.25,100
zombie82,6.84,7.75,-3.75,100
zombie82,7.199999999999999,8.25,-3.75,100
zombie82,7.56,7.75,-4.25,100
zombie82,7.92,8.25,-4.75,100
zombie82,8.64,8.75,-5.25,100
zombie82,9.0,8.75,-5.75,100
zombie82,9.36,8.75,-6.25,100
zombie82,10.08,8.75,-5.75,100
zombie82,10.44,8.25,-5.25,100
zombie82,10.799999999999999,8.25,-4.75,100
zombie82,11.16,8.25,-5.25,100
zombie82,11.52,8.25,-5.75,100
zombie82,12.24,7.75,-6.25,100
zombie82,12.6,8.25,-6.75,100
zombie82,12.959999999999999,8.75,-6.75,100
zombie82,14.76,9.25,-6.75,100
zombie82,15.12,9.75,-7.25,100
zombie82,15.479999999999999,9.25,-7.75,100
zombie82,15.84,9.25,-7.25,100
zombie82,16.2,9.75,-7.75,100
zombie82,16.56,10.25,-7.75,100
zombie82,16.919999999999998,10.75,-8.25,100
zombie82,17.28,11.25,-7.75,100
zombie82,17.64,11.75,-7.75,100
zombie82,18.0,12.25,-8.25,100
zombie82,18.36,12.75,-7.75,100
zombie82,18.72,13.25,-7.75,100
zombie82,19.08,13.75,-7.75,100
zombie82,19.439999999999998,14.25,-8.25,100
zombie83,0.0,4.75,-6.75,100
zombie83,0.36,5.25,-6.75,100
zombie83,0.72,5.75,-6.25,100
zombie83,1.08,6.25,-6.75,100
zombie83,1.44,6.75,-6.75,100
zombie83,1.7999999999999998,7.25,-6.25,100
zombie83,2.16,7.25,-6.75,100
zombie83,2.52,7.75,-6.25,100
zombie83,2.88,8.25,-6.75,100
zombie83,3.2399999999999998,8.75,-6.75,100
zombie83,3.5999999999999996,9.25,-6.75,100
zombie83,3.96,9.25,-6.25,100
zombie83,4.32,9.75,-6.25,100
zombie83,4.68,9.75,-6.75,100
zombie83,5.04,9.75,-6.25,100
zombie83,5.3999999999999995,9.25,-6.25,100
zombie83,5.76,9.75,-5.75,100
zombie83,6.12,9.25,-6.25,100
zombie83,6.4799999999999995,8.75,-5.75,100
zombie83,6.84,8.75,-5.25,100
zombie83,7.199999999999999,8.25,-5.75,100
zombie83,7.56,8.25,-5.25,100
zombie83,7.92,8.75,-4.75,100
zombie83,8.28,8.75,-5.25,100
zombie83,8.64,8.75,-4.75,100
zombie83,9.0,9.25,-5.25,100
zombie83,9.36,8.75,-5.75,100
zombie83,9.719999999999999,8.75,-5.25,100
zombie83,10.44,8.25,-5.75,100
zombie83,11.52,7.75,-5.75,100
zombie83,12.24,8.25,-5.75,100
zombie83,12.6,7.75,-5.75,100
zombie83,12.959999999999999,8.25,-5.25,100
zombie83,13.32,7.75,-4.75,100
