line
0,0,c1,tabu,right
1,0,c1,tabu,right
2,0,c1,tabu,right
3,0,c1,tabu,right
4,0,c1,tabu,right
5,0,c1,tabu,right
6,0,c1,tabu,right
7,0,c1,tabu,right
8,0,c1,tabu,right
9,0,c1,tabu,right
10,0,c1,tabu,right
11,0,c1,tabu,right
12,0,c1,tabu,right
13,0,c1,tabu,right
14,0,c1,tabu,right
15,0,c1,tabu,right
16,0,c1,tabu,right
17,0,c1,tabu,right
18,0,c1,tabu,right
19,0,c1,tabu,right
20,0,c1,tabu,right
21,3,c1,tabu,right
22,5,c1,tabu,right
23,6,c1,tabu,right
24,7,c1,tabu,right
25,9,c1,tabu,right
26,10,c1,tabu,right
27,12,c1,tabu,right
28,15,c1,tabu,right
29,16,c1,tabu,right
30,18,c1,tabu,right
31,22,c1,tabu,right
32,23,c1,tabu,right
33,25,c1,tabu,right
34,28,c1,tabu,right
35,29,c1,tabu,right
36,31,c1,tabu,right
37,35,c1,tabu,right
38,35,c1,tabu,right
39,40,c1,tabu,right
40,41,c1,tabu,right
41,43,c1,tabu,right
42,45,c1,tabu,right
43,47,c1,tabu,right
44,48,c1,tabu,right
45,50,c1,tabu,right
46,53,c1,tabu,right
47,57,c1,tabu,right
48,60,c1,tabu,right
49,61,c1,tabu,right
50,63,c1,tabu,right
51,65,c1,tabu,right
52,68,c1,tabu,right
53,71,c1,tabu,right
54,72,c1,tabu,right
55,76,c1,tabu,right
56,78,c1,tabu,right
57,80,c1,tabu,right
58,83,c1,tabu,right
59,87,c1,tabu,right
60,90,c1,tabu,right
61,90,c1,tabu,right
62,96,c1,tabu,right
63,99,c1,tabu,right
64,99,c1,tabu,right
65,104,c1,tabu,right
66,107,c1,tabu,right
67,109,c1,tabu,right
68,111,c1,tabu,right
69,115,c1,tabu,right
70,118,c1,tabu,right
71,120,c1,tabu,right
72,124,c1,tabu,right
73,125,c1,tabu,right
74,131,c1,tabu,right
75,135,c1,tabu,right
76,138,c1,tabu,right
77,143,c1,tabu,right
78,145,c1,tabu,right
79,148,c1,tabu,right
80,153,c1,tabu,right
81,153,c1,tabu,right
82,157,c1,tabu,right
83,158,c1,tabu,right
84,164,c1,tabu,right
85,167,c1,tabu,right
86,171,c1,tabu,right
87,173,c1,tabu,right
88,177,c1,tabu,right
89,181,c1,tabu,right
90,181,c1,tabu,right
91,184,c1,tabu,right
92,192,c1,tabu,right
93,197,c1,tabu,right
94,204,c1,tabu,right
95,205,c1,tabu,right
96,208,c1,tabu,right
97,214,c1,tabu,right
98,218,c1,tabu,right
99,220,c1,tabu,right
100,224,c1,tabu,right
101,233,c1,tabu,right
102,234,c1,tabu,right
103,239,c1,tabu,right
104,242,c1,tabu,right
105,248,c1,tabu,right
106,249,c1,tabu,right
107,251,c1,tabu,right
108,261,c1,tabu,right
109,266,c1,tabu,right
110,269,c1,tabu,right
111,273,c1,tabu,right
112,275,c1,tabu,right
113,281,c1,tabu,right
114,284,c1,tabu,right
115,287,c1,tabu,right
116,293,c1,tabu,right
117,296,c1,tabu,right
118,299,c1,tabu,right
119,304,c1,tabu,right
120,307,c1,tabu,right
121,312,c1,tabu,right
122,312,c1,tabu,right
123,318,c1,tabu,right
124,321,c1,tabu,right
125,325,c1,tabu,right
126,327,c1,tabu,right
127,333,c1,tabu,right
128,339,c1,tabu,right
129,344,c1,tabu,right
130,345,c1,tabu,right
131,348,c1,tabu,right
132,349,c1,tabu,right
133,354,c1,tabu,right
134,357,c1,tabu,right
135,364,c1,tabu,right
136,369,c1,tabu,right
137,371,c1,tabu,right
138,375,c1,tabu,right
139,378,c1,tabu,right
140,383,c1,tabu,right
141,390,c1,tabu,right
142,392,c1,tabu,right
143,393,c1,tabu,right
144,395,c1,tabu,right
145,404,c1,tabu,right
146,408,c1,tabu,right
147,413,c1,tabu,right
148,413,c1,tabu,right
149,420,c1,tabu,right
150,428,c1,tabu,right
151,435,c1,tabu,right
152,444,c1,tabu,right
153,449,c1,tabu,right
154,452,c1,tabu,right
155,456,c1,tabu,right
156,464,c1,tabu,right
157,472,c1,tabu,right
158,480,c1,tabu,right
159,489,c1,tabu,right
160,494,c1,tabu,right
161,499,c1,tabu,right
162,506,c1,tabu,right
163,515,c1,tabu,right
164,522,c1,tabu,right
165,528,c1,tabu,right
166,538,c1,tabu,right
167,546,c1,tabu,right
168,553,c1,tabu,right
169,559,c1,tabu,right
170,565,c1,tabu,right
171,569,c1,tabu,right
172,579,c1,tabu,right
173,588,c1,tabu,right
174,596,c1,tabu,right
175,604,c1,tabu,right
176,612,c1,tabu,right
177,620,c1,tabu,right
178,628,c1,tabu,right
179,637,c1,tabu,right
180,645,c1,tabu,right
181,655,c1,tabu,right
182,662,c1,tabu,right
183,664,c1,tabu,right
