0,0,c1
1,0,c1
2,0,c1
3,0,c1
4,0,c1
5,0,c1
6,0,c1
7,0,c1
8,0,c1
9,0,c1
10,0,c1
11,0,c1
12,0,c1
13,0,c1
14,0,c1
15,0,c1
16,0,c1
17,0,c1
18,0,c1
19,0,c1
20,1,c1
21,2,c1
22,4,c1
23,6,c1
24,9,c1
25,11,c1
26,12,c1
27,14,c1
28,15,c1
29,19,c1
30,21,c1
31,22,c1
32,24,c1
33,25,c1
34,27,c1
35,29,c1
36,32,c1
37,35,c1
38,39,c1
39,40,c1
40,43,c1
41,43,c1
42,46,c1
43,49,c1
44,50,c1
45,52,c1
46,55,c1
47,56,c1
48,61,c1
49,67,c1
50,71,c1
51,76,c1
52,77,c1
53,81,c1
54,81,c1
55,82,c1
56,88,c1
57,91,c1
58,95,c1
59,99,c1
60,100,c1
61,104,c1
62,105,c1
63,107,c1
64,112,c1
65,115,c1
66,116,c1
67,119,c1
68,121,c1
69,123,c1
70,130,c1
71,132,c1
72,134,c1
73,139,c1
74,144,c1
75,152,c1
76,152,c1
77,158,c1
78,164,c1
79,166,c1
80,170,c1
81,175,c1
82,180,c1
83,182,c1
84,188,c1
85,192,c1
86,193,c1
87,197,c1
88,201,c1
89,205,c1
90,208,c1
91,214,c1
92,219,c1
93,221,c1
94,228,c1
95,231,c1
96,232,c1
97,241,c1
98,247,c1
99,248,c1
100,252,c1
101,254,c1
102,258,c1
103,262,c1
104,267,c1
105,270,c1
106,273,c1
107,279,c1
108,280,c1
109,285,c1
110,288,c1
111,296,c1
112,299,c1
113,303,c1
114,306,c1
115,314,c1
116,316,c1
117,321,c1
118,327,c1
119,330,c1
120,332,c1
121,338,c1
122,341,c1
123,345,c1
124,350,c1
125,356,c1
126,357,c1
127,364,c1
128,366,c1
129,373,c1
130,377,c1
131,378,c1
132,379,c1
133,391,c1
134,394,c1
135,398,c1
136,400,c1
137,403,c1
138,403,c1
139,406,c1
140,408,c1
141,414,c1
142,421,c1
143,425,c1
144,429,c1
145,432,c1
146,437,c1
147,444,c1
148,447,c1
149,451,c1
150,454,c1
151,458,c1
152,462,c1
153,469,c1
154,471,c1
155,473,c1
156,476,c1
157,477,c1
158,480,c1
159,484,c1
160,485,c1
161,487,c1
162,489,c1
163,490,c1
164,491,c1
165,495,c1
166,497,c1
167,498,c1
168,500,c1
0,0,c2
1,0,c2
2,0,c2
3,0,c2
4,0,c2
5,0,c2
6,0,c2
7,0,c2
8,0,c2
9,0,c2
10,0,c2
11,0,c2
12,0,c2
13,0,c2
14,0,c2
15,0,c2
16,0,c2
17,0,c2
18,0,c2
19,0,c2
20,0,c2
21,0,c2
22,0,c2
23,0,c2
24,0,c2
25,0,c2
26,0,c2
27,0,c2
28,0,c2
29,0,c2
30,0,c2
31,0,c2
32,0,c2
33,0,c2
34,0,c2
35,0,c2
36,0,c2
37,0,c2
38,0,c2
39,0,c2
40,0,c2
41,0,c2
42,0,c2
43,0,c2
44,0,c2
45,0,c2
46,0,c2
47,0,c2
48,0,c2
49,0,c2
50,0,c2
51,0,c2
52,0,c2
53,0,c2
54,0,c2
55,0,c2
56,0,c2
57,0,c2
58,0,c2
59,0,c2
60,0,c2
61,0,c2
62,0,c2
63,0,c2
64,0,c2
65,0,c2
66,0,c2
67,0,c2
68,0,c2
69,0,c2
70,0,c2
71,0,c2
72,0,c2
73,0,c2
74,0,c2
75,0,c2
76,0,c2
77,0,c2
78,0,c2
79,0,c2
80,0,c2
81,0,c2
82,0,c2
83,0,c2
84,0,c2
85,0,c2
86,0,c2
87,0,c2
88,0,c2
89,0,c2
90,0,c2
91,0,c2
92,0,c2
93,0,c2
94,0,c2
95,0,c2
96,0,c2
97,0,c2
98,0,c2
99,0,c2
100,0,c2
101,0,c2
102,0,c2
103,0,c2
104,0,c2
105,0,c2
106,0,c2
107,0,c2
108,0,c2
109,0,c2
110,0,c2
111,0,c2
112,0,c2
113,0,c2
114,0,c2
115,0,c2
116,0,c2
117,0,c2
118,0,c2
119,0,c2
120,0,c2
121,0,c2
122,0,c2
123,0,c2
124,0,c2
125,0,c2
126,0,c2
127,0,c2
128,0,c2
129,0,c2
130,0,c2
131,0,c2
132,0,c2
133,0,c2
134,0,c2
135,0,c2
136,0,c2
137,0,c2
138,0,c2
139,0,c2
140,0,c2
141,0,c2
142,0,c2
143,0,c2
144,0,c2
145,0,c2
146,0,c2
147,0,c2
148,0,c2
149,0,c2
150,0,c2
151,0,c2
152,0,c2
153,0,c2
154,0,c2
155,0,c2
156,0,c2
157,0,c2
158,0,c2
159,0,c2
160,0,c2
161,0,c2
162,0,c2
163,0,c2
164,0,c2
165,0,c2
166,0,c2
167,0,c2
168,0,c2
