10.0;12.0;14.0;17.0;21.0;25.0;30.0;37.0;46.0;57.0;71.0;88.0;109.0;136.0;169.0;211.0;263.0;328.0;409.0;511.0
12.0;14.0;17.0;21.0;25.0;30.0;37.0;46.0;57.0;71.0;88.0;109.0;136.0;169.0;211.0;263.0;328.0;409.0;511.0;638.0
14.0;17.0;21.0;25.0;30.0;37.0;46.0;57.0;71.0;88.0;109.0;136.0;169.0;211.0;263.0;328.0;409.0;511.0;638.0;797.0
17.0;21.0;25.0;30.0;37.0;46.0;57.0;71.0;88.0;109.0;136.0;169.0;211.0;263.0;328.0;409.0;511.0;638.0;797.0;996.0
17.0;21.0;25.0;30.0;37.0;46.0;57.0;71.0;88.0;109.0;136.0;169.0;211.0;263.0;328.0;409.0;511.0;638.0;797.0;996.0
14.0;17.0;21.0;25.0;30.0;37.0;46.0;57.0;71.0;88.0;109.0;136.0;169.0;211.0;263.0;328.0;409.0;511.0;638.0;797.0
12.0;14.0;17.0;21.0;25.0;30.0;37.0;46.0;57.0;71.0;88.0;109.0;136.0;169.0;211.0;263.0;328.0;409.0;511.0;638.0
10.0;12.0;14.0;17.0;21.0;25.0;30.0;37.0;46.0;57.0;71.0;88.0;109.0;136.0;169.0;211.0;263.0;328.0;409.0;511.0

