n,t,x,y,p
zombie0,10.5,13.92,-8.0,1000
zombie0,11.0,14.62,-8.0,1000
zombie0,11.3,15.0,-8.0,1000
zombie0,11.5,15.32,-8.0,1000
zombie0,11.99,16.0,-8.0,1000
zombie0,12.0,16.02,-8.0,1000
zombie0,12.5,16.72,-8.0,1000
zombie0,12.7,17.0,-8.0,1000
zombie0,13.0,17.42,-8.0,1000
zombie0,13.41,18.0,-8.0,1000
zombie0,13.5,18.12,-8.0,1000
zombie0,14.0,18.82,-8.0,1000
zombie0,14.5,19.52,-8.0,1000
zombie0,14.8,20.0,-8.0,1000
zombie0,15.0,20.22,-8.0,1000
zombie0,15.5,20.92,-8.0,1000
zombie0,16.0,21.62,-8.0,1000
zombie0,16.3,22.0,-8.0,1000
zombie0,16.5,22.32,-8.0,1000
zombie0,16.99,23.0,-8.0,1000
zombie0,17.0,23.02,-8.0,1000
zombie0,17.5,23.72,-8.0,1000
zombie0,17.7,24.0,-8.0,1000
zombie0,18.0,24.42,-8.0,1000
zombie0,18.5,24.5,-8.0,1000
zombie1,10.46,14.0,-5.0,1000
zombie1,10.5,14.06,-5.0,1000
zombie1,11.0,14.76,-5.0,1000
zombie1,11.2,15.0,-5.0,1000
zombie1,11.5,15.46,-5.0,1000
zombie1,11.89,16.0,-5.0,1000
zombie1,12.0,16.16,-5.0,1000
zombie1,12.5,16.86,-5.0,1000
zombie1,13.0,17.56,-5.0,1000
zombie1,13.3,18.0,-5.0,1000
zombie1,13.5,18.26,-5.0,1000
zombie1,14.0,18.96,-5.0,1000
zombie1,14.5,19.66,-5.0,1000
zombie1,14.7,20.0,-5.0,1000
zombie1,15.0,20.36,-5.0,1000
zombie1,15.46,21.0,-5.0,1000
zombie1,15.5,21.06,-5.0,1000
zombie1,16.0,21.76,-5.0,1000
zombie1,16.2,22.0,-5.0,1000
zombie1,16.5,22.46,-5.0,1000
zombie1,16.89,23.0,-5.0,1000
zombie1,17.0,23.11,-5.11,1000
zombie1,17.5,23.8,-5.8,1000
zombie1,17.7,24.0,-6.0,1000
zombie1,18.0,24.3,-6.3,1000
zombie1,18.5,24.35,-6.35,1000
zombie2,16.0,21.73,-3.73,1000
zombie2,16.3,22.0,-4.0,1000
zombie2,16.5,22.23,-4.23,1000
zombie2,17.0,22.92,-4.92,1000
zombie2,17.1,23.0,-5.0,1000
zombie2,17.5,23.41,-5.41,1000
zombie2,17.88,24.0,-6.0,1000
zombie2,18.0,24.1,-6.1,1000
zombie2,18.5,24.35,-6.35,1000
zombie3,11.0,13.78,-7.0,1000
zombie3,11.2,14.0,-7.0,1000
zombie3,11.5,14.48,-7.0,1000
zombie3,11.87,15.0,-7.0,1000
zombie3,12.0,15.18,-7.0,1000
zombie3,12.5,15.88,-7.0,1000
zombie3,13.0,16.58,-7.0,1000
zombie3,13.3,17.0,-7.0,1000
zombie3,13.5,17.28,-7.0,1000
zombie3,14.0,17.98,-7.0,1000
zombie3,14.5,18.68,-7.0,1000
zombie3,14.7,19.0,-7.0,1000
zombie3,15.0,19.38,-7.0,1000
zombie3,15.44,20.0,-7.0,1000
zombie3,15.5,20.08,-7.0,1000
zombie3,16.0,20.78,-7.0,1000
zombie3,16.2,21.0,-7.0,1000
zombie3,16.5,21.48,-7.0,1000
zombie3,16.87,22.0,-7.0,1000
zombie3,17.0,22.18,-7.0,1000
zombie3,17.5,22.88,-7.0,1000
zombie3,18.0,23.58,-7.0,1000
zombie3,18.3,24.0,-7.0,1000
zombie3,18.5,24.28,-7.0,1000
zombie3,19.0,24.5,-7.0,1000
zombie4,11.0,13.92,-10.0,1000
zombie4,11.5,14.62,-10.0,1000
zombie4,11.8,15.0,-10.0,1000
zombie4,12.0,15.32,-10.0,1000
zombie4,12.49,16.0,-10.0,1000
zombie4,12.5,16.02,-10.0,1000
zombie4,13.0,16.72,-10.0,1000
zombie4,13.2,17.0,-10.0,1000
zombie4,13.5,17.42,-10.0,1000
zombie4,13.91,18.0,-10.0,1000
zombie4,14.0,18.12,-10.0,1000
zombie4,14.5,18.82,-10.0,1000
zombie4,15.0,19.52,-10.0,1000
zombie4,15.3,20.0,-10.0,1000
zombie4,15.5,20.22,-10.0,1000
zombie4,16.0,20.92,-10.0,1000
zombie4,16.5,21.62,-10.0,1000
zombie4,16.8,22.0,-10.0,1000
zombie4,17.0,22.23,-9.77,1000
zombie4,17.49,23.0,-9.0,1000
zombie4,17.5,23.01,-8.99,1000
zombie4,18.0,23.7,-8.3,1000
zombie4,18.3,24.0,-8.0,1000
zombie4,18.5,24.2,-7.8,1000
zombie4,19.0,24.35,-7.65,1000
zombie5,11.46,14.0,-4.0,1000
zombie5,11.5,14.06,-4.0,1000
zombie5,12.0,14.76,-4.0,1000
zombie5,12.2,15.0,-4.0,1000
zombie5,12.5,15.46,-4.0,1000
zombie5,12.89,16.0,-4.0,1000
zombie5,13.0,16.16,-4.0,1000
zombie5,13.5,16.86,-4.0,1000
zombie5,14.0,17.56,-4.0,1000
zombie5,14.3,18.0,-4.0,1000
zombie5,14.5,18.26,-4.0,1000
zombie5,15.0,18.96,-4.0,1000
zombie5,15.5,19.66,-4.0,1000
zombie5,15.7,20.0,-4.0,1000
zombie5,16.0,20.36,-4.0,1000
zombie5,16.46,21.0,-4.0,1000
zombie5,16.5,21.06,-4.0,1000
zombie5,17.0,21.76,-4.0,1000
zombie5,17.2,22.0,-4.0,1000
zombie5,17.5,22.33,-4.33,1000
zombie5,17.89,23.0,-5.0,1000
zombie5,18.0,23.11,-5.11,1000
zombie5,18.5,23.9,-5.9,1000
zombie5,18.6,24.0,-6.0,1000
zombie5,19.0,24.35,-6.35,1000
zombie6,11.36,14.0,-9.0,1000
zombie6,11.5,14.2,-9.0,1000
zombie6,12.0,14.9,-9.0,1000
zombie6,12.5,15.6,-9.0,1000
zombie6,12.8,16.0,-9.0,1000
zombie6,13.0,16.3,-9.0,1000
zombie6,13.5,17.0,-9.0,1000
zombie6,14.0,17.7,-9.0,1000
zombie6,14.2,18.0,-9.0,1000
zombie6,14.5,18.4,-9.0,1000
zombie6,14.93,19.0,-9.0,1000
zombie6,15.0,19.1,-9.0,1000
zombie6,15.5,19.8,-9.0,1000
zombie6,15.6,20.0,-9.0,1000
zombie6,16.0,20.5,-9.0,1000
zombie6,16.36,21.0,-9.0,1000
zombie6,16.5,21.2,-9.0,1000
zombie6,17.0,21.9,-9.0,1000
zombie6,17.5,22.6,-9.0,1000
zombie6,17.8,23.0,-9.0,1000
zombie6,18.0,23.21,-8.79,1000
zombie6,18.5,24.0,-8.0,1000
zombie6,19.0,24.35,-7.65,1000
zombie7,12.0,13.64,-5.0,1000
zombie7,12.3,14.0,-5.0,1000
zombie7,12.5,14.34,-5.0,1000
zombie7,12.97,15.0,-5.0,1000
zombie7,13.0,15.04,-5.0,1000
zombie7,13.5,15.74,-5.0,1000
zombie7,13.7,16.0,-5.0,1000
zombie7,14.0,16.44,-5.0,1000
zombie7,14.4,17.0,-5.0,1000
zombie7,14.5,17.14,-5.0,1000
zombie7,15.0,17.84,-5.0,1000
zombie7,15.5,18.54,-5.0,1000
zombie7,15.8,19.0,-5.0,1000
zombie7,16.0,19.24,-5.0,1000
zombie7,16.5,19.94,-5.0,1000
zombie7,17.0,20.64,-5.0,1000
zombie7,17.3,21.0,-5.0,1000
zombie7,17.5,21.34,-5.0,1000
zombie7,17.97,22.0,-5.0,1000
zombie7,18.0,22.03,-5.03,1000
zombie7,18.5,22.82,-5.82,1000
zombie7,18.7,23.0,-6.0,1000
zombie7,19.0,23.44,-6.0,1000
zombie7,19.4,24.0,-6.0,1000
zombie7,19.5,24.14,-6.0,1000
zombie7,20.0,24.5,-6.0,1000
zombie8,18.0,21.93,-10.07,1000
zombie8,18.1,22.0,-10.0,1000
zombie8,18.5,22.33,-9.67,1000
zombie8,18.98,23.0,-9.0,1000
zombie8,19.0,23.01,-8.99,1000
zombie8,19.5,23.7,-8.3,1000
zombie8,19.8,24.0,-8.0,1000
zombie8,20.0,24.2,-7.8,1000
zombie8,20.5,24.35,-7.65,1000
zombie9,18.47,22.0,-4.0,1000
zombie9,18.5,22.03,-4.03,1000
zombie9,19.0,22.82,-4.82,1000
zombie9,19.2,23.0,-5.0,1000
zombie9,19.5,23.21,-5.21,1000
zombie9,20.0,24.0,-6.0,1000
zombie9,20.5,24.35,-6.35,1000
zombie10,12.5,13.92,-10.0,1000
zombie10,13.0,14.62,-10.0,1000
zombie10,13.3,15.0,-10.0,1000
zombie10,13.5,15.32,-10.0,1000
zombie10,13.99,16.0,-10.0,1000
zombie10,14.0,16.02,-10.0,1000
zombie10,14.5,16.72,-10.0,1000
zombie10,14.7,17.0,-10.0,1000
zombie10,15.0,17.42,-10.0,1000
zombie10,15.41,18.0,-10.0,1000
zombie10,15.5,18.12,-10.0,1000
zombie10,16.0,18.82,-10.0,1000
zombie10,16.5,19.52,-10.0,1000
zombie10,16.8,20.0,-10.0,1000
zombie10,17.0,20.22,-10.0,1000
zombie10,17.5,20.92,-10.0,1000
zombie10,18.0,21.62,-10.0,1000
zombie10,18.3,22.0,-10.0,1000
zombie10,18.5,22.13,-9.87,1000
zombie10,19.0,22.92,-9.08,1000
zombie10,19.1,23.0,-9.0,1000
zombie10,19.5,23.41,-8.59,1000
zombie10,19.88,24.0,-8.0,1000
zombie10,20.0,24.1,-7.9,1000
zombie10,20.5,24.35,-7.65,1000
zombie11,12.5,13.94,-5.94,1000
zombie11,12.6,14.0,-6.0,1000
zombie11,13.0,14.48,-6.0,1000
zombie11,13.46,15.0,-6.0,1000
zombie11,13.5,15.04,-6.0,1000
zombie11,14.0,15.6,-6.0,1000
zombie11,14.3,16.0,-6.0,1000
zombie11,14.5,16.3,-6.0,1000
zombie11,15.0,17.0,-6.0,1000
zombie11,15.5,17.7,-6.0,1000
zombie11,15.7,18.0,-6.0,1000
zombie11,16.0,18.4,-6.0,1000
zombie11,16.43,19.0,-6.0,1000
zombie11,16.5,19.1,-6.0,1000
zombie11,17.0,19.8,-6.0,1000
zombie11,17.1,20.0,-6.0,1000
zombie11,17.5,20.5,-6.0,1000
zombie11,17.86,21.0,-6.0,1000
zombie11,18.0,21.2,-6.0,1000
zombie11,18.5,21.9,-6.0,1000
zombie11,19.0,22.72,-5.28,1000
zombie11,19.4,23.0,-5.0,1000
zombie11,19.5,23.11,-5.11,1000
zombie11,20.0,23.8,-5.8,1000
zombie11,20.2,24.0,-6.0,1000
zombie11,20.5,24.3,-6.3,1000
zombie11,21.0,24.35,-6.35,1000
zombie12,12.5,13.78,-8.0,1000
zombie12,12.7,14.0,-8.0,1000
zombie12,13.0,14.34,-8.0,1000
zombie12,13.47,15.0,-8.0,1000
zombie12,13.5,15.04,-8.0,1000
zombie12,14.0,15.6,-8.0,1000
zombie12,14.3,16.0,-8.0,1000
zombie12,14.5,16.3,-8.0,1000
zombie12,15.0,17.0,-8.0,1000
zombie12,15.5,17.7,-8.0,1000
zombie12,15.7,18.0,-8.0,1000
zombie12,16.0,18.4,-8.0,1000
zombie12,16.43,19.0,-8.0,1000
zombie12,16.5,19.1,-8.0,1000
zombie12,17.0,19.8,-8.0,1000
zombie12,17.1,20.0,-8.0,1000
zombie12,17.5,20.5,-8.0,1000
zombie12,17.86,21.0,-8.0,1000
zombie12,18.0,21.2,-8.0,1000
zombie12,18.5,21.9,-8.0,1000
zombie12,19.0,22.6,-8.0,1000
zombie12,19.4,23.0,-8.0,1000
zombie12,19.5,23.11,-7.89,1000
zombie12,20.0,23.8,-7.2,1000
zombie12,20.3,24.0,-7.0,1000
zombie12,20.5,24.1,-6.9,1000
zombie12,21.0,24.35,-6.65,1000
zombie13,19.37,22.0,-10.0,1000
zombie13,19.5,22.13,-9.87,1000
zombie13,20.0,22.92,-9.08,1000
zombie13,20.5,23.7,-8.3,1000
zombie13,20.9,24.0,-8.0,1000
zombie13,21.0,24.1,-7.9,1000
zombie13,21.5,24.35,-7.65,1000
zombie14,12.5,13.64,-8.0,1000
zombie14,12.8,14.0,-8.0,1000
zombie14,13.0,14.2,-8.0,1000
zombie14,13.5,14.76,-8.0,1000
zombie14,13.7,15.0,-8.0,1000
zombie14,14.0,15.23,-7.77,1000
zombie14,14.49,16.0,-7.0,1000
zombie14,14.5,16.02,-7.0,1000
zombie14,15.0,16.72,-7.0,1000
zombie14,15.3,17.0,-7.0,1000
zombie14,15.5,17.28,-7.0,1000
zombie14,16.0,17.98,-7.0,1000
zombie14,16.5,18.68,-7.0,1000
zombie14,16.8,19.0,-7.0,1000
zombie14,17.0,19.24,-7.0,1000
zombie14,17.5,19.94,-7.0,1000
zombie14,17.6,20.0,-7.0,1000
zombie14,18.0,20.5,-7.0,1000
zombie14,18.36,21.0,-7.0,1000
zombie14,18.5,21.2,-7.0,1000
zombie14,19.0,21.76,-7.0,1000
zombie14,19.2,22.0,-7.0,1000
zombie14,19.5,22.46,-7.0,1000
zombie14,19.89,23.0,-7.0,1000
zombie14,20.0,23.16,-7.0,1000
zombie14,20.5,23.72,-7.0,1000
zombie14,20.8,24.0,-7.0,1000
zombie14,21.0,24.28,-7.0,1000
zombie14,21.5,24.5,-7.0,1000
zombie15,13.0,13.78,-4.0,1000
zombie15,13.2,14.0,-4.0,1000
zombie15,13.5,14.48,-4.0,1000
zombie15,13.87,15.0,-4.0,1000
zombie15,14.0,15.18,-4.0,1000
zombie15,14.5,15.88,-4.0,1000
zombie15,15.0,16.58,-4.0,1000
zombie15,15.3,17.0,-4.0,1000
zombie15,15.5,17.28,-4.0,1000
zombie15,16.0,17.98,-4.0,1000
zombie15,16.5,18.68,-4.0,1000
zombie15,16.7,19.0,-4.0,1000
zombie15,17.0,19.38,-4.0,1000
zombie15,17.44,20.0,-4.0,1000
zombie15,17.5,20.08,-4.0,1000
zombie15,18.0,20.78,-4.0,1000
zombie15,18.2,21.0,-4.0,1000
zombie15,18.5,21.34,-4.34,1000
zombie15,18.87,22.0,-5.0,1000
zombie15,19.0,22.13,-5.13,1000
zombie15,19.5,22.92,-5.92,1000
zombie15,20.0,23.7,-6.7,1000
zombie15,20.5,24.0,-7.0,1000
zombie15,21.0,24.4,-7.4,1000
zombie15,21.5,24.35,-7.35,1000
zombie16,13.36,14.0,-9.0,1000
zombie16,13.5,14.2,-9.0,1000
zombie16,14.0,14.9,-9.0,1000
zombie16,14.5,15.6,-9.0,1000
zombie16,14.8,16.0,-9.0,1000
zombie16,15.0,16.3,-9.0,1000
zombie16,15.5,17.0,-9.0,1000
zombie16,16.0,17.7,-9.0,1000
zombie16,16.2,18.0,-9.0,1000
zombie16,16.5,18.4,-9.0,1000
zombie16,16.93,19.0,-9.0,1000
zombie16,17.0,19.1,-9.0,1000
zombie16,17.5,19.8,-9.0,1000
zombie16,17.6,20.0,-9.0,1000
zombie16,18.0,20.5,-9.0,1000
zombie16,18.36,21.0,-9.0,1000
zombie16,18.5,21.2,-9.0,1000
zombie16,19.0,21.9,-9.0,1000
zombie16,19.5,22.72,-8.28,1000
zombie16,19.9,23.0,-8.0,1000
zombie16,20.0,23.16,-8.0,1000
zombie16,20.5,23.72,-8.0,1000
zombie16,20.8,24.0,-8.0,1000
zombie16,21.0,24.28,-8.0,1000
zombie16,21.5,24.5,-8.0,1000
zombie17,14.0,13.64,-8.0,1000
zombie17,14.3,14.0,-8.0,1000
zombie17,14.5,14.34,-8.0,1000
zombie17,14.97,15.0,-8.0,1000
zombie17,15.0,15.04,-8.0,1000
zombie17,15.5,15.74,-8.0,1000
zombie17,15.7,16.0,-8.0,1000
zombie17,16.0,16.44,-8.0,1000
zombie17,16.4,17.0,-8.0,1000
zombie17,16.5,17.14,-8.0,1000
zombie17,17.0,17.84,-8.0,1000
zombie17,17.5,18.54,-8.0,1000
zombie17,17.8,19.0,-8.0,1000
zombie17,18.0,19.24,-8.0,1000
zombie17,18.5,19.94,-8.0,1000
zombie17,19.0,20.64,-8.0,1000
zombie17,19.3,21.0,-8.0,1000
zombie17,19.5,21.34,-8.0,1000
zombie17,19.97,22.0,-8.0,1000
zombie17,20.0,22.04,-8.0,1000
zombie17,20.5,22.74,-8.0,1000
zombie17,20.7,23.0,-8.0,1000
zombie17,21.0,23.44,-8.0,1000
zombie17,21.4,24.0,-8.0,1000
zombie17,21.5,24.14,-8.0,1000
zombie17,22.0,24.5,-8.0,1000
zombie18,14.46,14.0,-9.0,1000
zombie18,14.5,14.06,-9.0,1000
zombie18,15.0,14.62,-9.0,1000
zombie18,15.3,15.0,-9.0,1000
zombie18,15.5,15.32,-9.0,1000
zombie18,15.99,16.0,-9.0,1000
zombie18,16.0,16.02,-9.0,1000
zombie18,16.5,16.72,-9.0,1000
zombie18,16.7,17.0,-9.0,1000
zombie18,17.0,17.42,-9.0,1000
zombie18,17.41,18.0,-9.0,1000
zombie18,17.5,18.12,-9.0,1000
zombie18,18.0,18.82,-9.0,1000
zombie18,18.5,19.66,-9.66,1000
zombie18,18.8,20.0,-10.0,1000
zombie18,19.0,20.22,-10.0,1000
zombie18,19.5,20.92,-10.0,1000
zombie18,20.0,21.73,-9.27,1000
zombie18,20.3,22.0,-9.0,1000
zombie18,20.5,22.32,-9.0,1000
zombie18,20.99,23.0,-9.0,1000
zombie18,21.0,23.01,-8.99,1000
zombie18,21.5,23.8,-8.2,1000
zombie18,21.7,24.0,-8.0,1000
zombie18,22.0,24.3,-7.7,1000
zombie18,22.5,24.35,-7.65,1000
zombie19,13.5,13.64,-7.0,1000
zombie19,13.8,14.0,-7.0,1000
zombie19,14.0,14.34,-7.0,1000
zombie19,14.47,15.0,-7.0,1000
zombie19,14.5,15.03,-6.97,1000
zombie19,15.0,15.82,-6.18,1000
zombie19,15.2,16.0,-6.0,1000
zombie19,15.5,16.44,-6.0,1000
zombie19,15.9,17.0,-6.0,1000
zombie19,16.0,17.1,-5.9,1000
zombie19,16.5,17.89,-5.11,1000
zombie19,16.6,18.0,-5.0,1000
zombie19,17.0,18.4,-5.0,1000
zombie19,17.43,19.0,-5.0,1000
zombie19,17.5,19.1,-5.0,1000
zombie19,18.0,19.66,-5.0,1000
zombie19,18.2,20.0,-5.0,1000
zombie19,18.5,20.36,-5.0,1000
zombie19,18.96,21.0,-5.0,1000
zombie19,19.0,21.04,-5.04,1000
zombie19,19.5,21.83,-5.83,1000
zombie19,19.7,22.0,-6.0,1000
zombie19,20.0,22.32,-6.0,1000
zombie19,20.49,23.0,-6.0,1000
zombie19,20.5,23.02,-6.0,1000
zombie19,21.0,23.72,-6.0,1000
zombie19,21.5,24.0,-6.0,1000
zombie19,22.0,24.28,-6.0,1000
zombie19,22.5,24.5,-6.0,1000
zombie20,12.5,13.64,-6.0,1000
zombie20,12.8,14.0,-6.0,1000
zombie20,13.0,14.2,-6.0,1000
zombie20,13.5,14.9,-6.0,1000
zombie20,13.6,15.0,-6.0,1000
zombie20,14.0,15.42,-6.42,1000
zombie20,14.29,16.0,-7.0,1000
zombie20,14.5,16.3,-7.0,1000
zombie20,15.0,16.86,-7.0,1000
zombie20,15.1,17.0,-7.0,1000
zombie20,15.5,17.42,-7.0,1000
zombie20,16.0,17.98,-7.0,1000
zombie20,16.5,18.54,-7.0,1000
zombie20,16.9,19.0,-7.0,1000
zombie20,17.0,19.1,-7.0,1000
zombie20,17.5,19.66,-7.0,1000
zombie20,17.8,20.0,-7.0,1000
zombie20,18.0,20.22,-7.0,1000
zombie20,18.5,20.78,-7.0,1000
zombie20,18.7,21.0,-7.0,1000
zombie20,19.0,21.24,-6.76,1000
zombie20,19.47,22.0,-6.0,1000
zombie20,19.5,22.03,-6.03,1000
zombie20,20.0,22.72,-6.72,1000
zombie20,20.4,23.0,-7.0,1000
zombie20,20.5,23.11,-6.89,1000
zombie20,21.0,23.9,-6.1,1000
zombie20,21.3,24.0,-6.0,1000
zombie20,21.5,24.1,-5.9,1000
zombie20,22.0,24.3,-5.7,1000
zombie20,22.5,24.35,-5.65,1000
zombie21,14.36,14.0,-6.0,1000
zombie21,14.5,14.2,-6.0,1000
zombie21,15.0,14.9,-6.0,1000
zombie21,15.5,15.72,-6.72,1000
zombie21,15.8,16.0,-7.0,1000
zombie21,16.0,16.3,-7.0,1000
zombie21,16.5,17.0,-7.0,1000
zombie21,17.0,17.7,-7.0,1000
zombie21,17.2,18.0,-7.0,1000
zombie21,17.5,18.4,-7.0,1000
zombie21,17.93,19.0,-7.0,1000
zombie21,18.0,19.07,-6.93,1000
zombie21,18.5,19.86,-6.14,1000
zombie21,18.6,20.0,-6.0,1000
zombie21,19.0,20.5,-6.0,1000
zombie21,19.36,21.0,-6.0,1000
zombie21,19.5,21.14,-5.86,1000
zombie21,20.0,21.93,-5.07,1000
zombie21,20.5,22.6,-5.0,1000
zombie21,21.0,23.0,-5.0,1000
zombie21,21.0,23.02,-5.0,1000
zombie21,21.5,23.72,-5.0,1000
zombie21,21.75,24.0,-5.0,1000
zombie21,22.0,24.28,-5.0,1000
zombie21,22.5,24.5,-5.0,1000
zombie22,13.86,14.0,-6.0,1000
zombie22,14.0,14.14,-5.86,1000
zombie22,14.5,14.93,-5.07,1000
zombie22,14.6,15.0,-5.0,1000
zombie22,15.0,15.33,-4.67,1000
zombie22,15.39,16.0,-4.0,1000
zombie22,15.5,16.11,-3.89,1000
zombie22,19.5,21.73,-3.73,1000
zombie22,19.8,22.0,-4.0,1000
zombie22,20.0,22.23,-4.23,1000
zombie22,20.5,22.92,-4.92,1000
zombie22,20.6,23.0,-5.0,1000
zombie22,21.0,23.21,-5.21,1000
zombie22,21.5,23.8,-5.8,1000
zombie22,22.0,24.0,-6.0,1000
zombie22,22.5,24.4,-6.4,1000
zombie22,23.0,24.35,-6.35,1000
zombie23,13.5,13.64,-5.0,1000
zombie23,13.8,14.0,-5.0,1000
zombie23,14.0,14.34,-5.0,1000
zombie23,14.47,15.0,-5.0,1000
zombie23,14.5,15.04,-5.0,1000
zombie23,15.0,15.6,-5.0,1000
zombie23,15.3,16.0,-5.0,1000
zombie23,15.5,16.3,-5.0,1000
zombie23,16.0,17.0,-5.0,1000
zombie23,16.5,17.7,-5.0,1000
zombie23,16.8,18.0,-5.0,1000
zombie23,17.0,18.26,-5.0,1000
zombie23,17.5,18.82,-5.0,1000
zombie23,17.7,19.0,-5.0,1000
zombie23,18.0,19.27,-4.73,1000
zombie23,18.44,20.0,-4.0,1000
zombie23,18.5,20.06,-3.94,1000
zombie23,19.87,22.0,-4.0,1000
zombie23,20.0,22.13,-4.13,1000
zombie23,20.5,22.92,-4.92,1000
zombie23,20.6,23.0,-5.0,1000
zombie23,21.0,23.21,-5.21,1000
zombie23,21.5,23.9,-5.9,1000
zombie23,21.8,24.0,-6.0,1000
zombie23,22.0,24.1,-6.1,1000
zombie23,22.5,24.49,-6.49,1000
zombie23,23.0,24.35,-6.35,1000
zombie24,16.5,16.7,-3.7,1000
zombie24,17.0,17.0,-4.0,1000
zombie24,17.5,17.3,-3.7,1000
zombie24,20.5,21.73,-3.73,1000
zombie24,20.8,22.0,-4.0,1000
zombie24,21.0,22.32,-4.0,1000
zombie24,21.49,23.0,-4.0,1000
zombie24,21.5,23.01,-4.01,1000
zombie24,22.0,23.8,-4.8,1000
zombie24,22.2,24.0,-5.0,1000
zombie24,22.5,24.3,-5.3,1000
zombie24,23.0,24.35,-5.35,1000
zombie25,14.96,14.0,-5.0,1000
zombie25,15.0,14.06,-5.0,1000
zombie25,15.5,14.62,-5.0,1000
zombie25,15.8,15.0,-5.0,1000
zombie25,16.0,15.32,-5.0,1000
zombie25,16.49,16.0,-5.0,1000
zombie25,16.5,16.02,-5.0,1000
zombie25,17.0,16.72,-5.0,1000
zombie25,17.2,17.0,-5.0,1000
zombie25,17.5,17.42,-5.0,1000
zombie25,17.91,18.0,-5.0,1000
zombie25,18.0,18.08,-5.08,1000
zombie25,18.5,18.87,-5.87,1000
zombie25,19.0,19.66,-6.66,1000
zombie25,19.3,20.0,-7.0,1000
zombie25,19.5,20.22,-7.0,1000
zombie25,20.0,20.92,-7.0,1000
zombie25,20.5,21.62,-7.0,1000
zombie25,20.8,22.0,-7.0,1000
zombie25,21.0,22.32,-7.0,1000
zombie25,21.49,23.0,-7.0,1000
zombie25,21.5,23.02,-7.0,1000
zombie25,22.0,23.72,-7.0,1000
zombie25,22.2,24.0,-7.0,1000
zombie25,22.5,24.42,-7.0,1000
zombie25,23.0,24.5,-7.0,1000
zombie26,14.5,13.92,-4.0,1000
zombie26,15.0,14.62,-4.0,1000
zombie26,15.3,15.0,-4.0,1000
zombie26,15.5,15.32,-4.0,1000
zombie26,15.99,16.0,-4.0,1000
zombie26,16.0,16.02,-4.0,1000
zombie26,16.5,16.72,-4.0,1000
zombie26,16.8,17.0,-4.0,1000
zombie26,17.0,17.14,-4.0,1000
zombie26,17.5,17.7,-4.0,1000
zombie26,17.8,18.0,-4.0,1000
zombie26,18.0,18.26,-4.0,1000
zombie26,18.5,18.96,-4.0,1000
zombie26,19.0,19.66,-4.0,1000
zombie26,19.3,20.0,-4.0,1000
zombie26,19.5,20.22,-4.0,1000
zombie26,20.0,20.92,-4.0,1000
zombie26,20.1,21.0,-4.0,1000
zombie26,20.5,21.34,-4.34,1000
zombie26,20.87,22.0,-5.0,1000
zombie26,21.0,22.13,-5.13,1000
zombie26,21.5,22.82,-5.82,1000
zombie26,21.7,23.0,-6.0,1000
zombie26,22.0,23.21,-6.21,1000
zombie26,22.5,23.9,-6.9,1000
zombie26,22.6,24.0,-7.0,1000
zombie26,23.0,24.35,-7.35,1000
zombie27,15.0,13.64,-5.0,1000
zombie27,15.3,14.0,-5.0,1000
zombie27,15.5,14.14,-5.14,1000
zombie27,16.0,14.93,-5.93,1000
zombie27,16.5,15.6,-6.0,1000
zombie27,16.9,16.0,-6.0,1000
zombie27,17.0,16.16,-6.0,1000
zombie27,17.5,16.72,-6.0,1000
zombie27,17.8,17.0,-6.0,1000
zombie27,18.0,17.2,-6.2,1000
zombie27,18.5,17.99,-6.99,1000
zombie27,19.0,18.68,-7.0,1000
zombie27,19.3,19.0,-7.0,1000
zombie27,19.5,19.17,-6.83,1000
zombie27,20.0,19.96,-6.04,1000
zombie27,20.5,20.64,-6.0,1000
zombie27,20.8,21.0,-6.0,1000
zombie27,21.0,21.34,-6.0,1000
zombie27,21.47,22.0,-6.0,1000
zombie27,21.5,22.04,-6.0,1000
zombie27,22.0,22.74,-6.0,1000
zombie27,22.2,23.0,-6.0,1000
zombie27,22.5,23.3,-6.0,1000
zombie27,23.0,24.0,-6.0,1000
zombie27,23.5,24.5,-6.0,1000
zombie28,15.0,13.78,-10.0,1000
zombie28,15.2,14.0,-10.0,1000
zombie28,15.5,14.48,-10.0,1000
zombie28,15.87,15.0,-10.0,1000
zombie28,16.0,15.18,-10.0,1000
zombie28,16.5,15.88,-10.0,1000
zombie28,20.97,22.0,-10.0,1000
zombie28,21.0,22.03,-9.97,1000
zombie28,21.5,22.42,-9.58,1000
zombie28,21.79,23.0,-9.0,1000
zombie28,22.0,23.21,-8.79,1000
zombie28,22.5,23.9,-8.1,1000
zombie28,22.7,24.0,-8.0,1000
zombie28,23.0,24.2,-7.8,1000
zombie28,23.5,24.35,-7.65,1000
zombie29,15.46,14.0,-8.0,1000
zombie29,15.5,14.06,-8.0,1000
zombie29,16.0,14.76,-8.0,1000
zombie29,16.2,15.0,-8.0,1000
zombie29,16.5,15.46,-8.0,1000
zombie29,16.89,16.0,-8.0,1000
zombie29,17.0,16.16,-8.0,1000
zombie29,17.5,16.86,-8.0,1000
zombie29,18.0,17.56,-8.0,1000
zombie29,18.3,18.0,-8.0,1000
zombie29,18.5,18.26,-8.0,1000
zombie29,19.0,18.96,-8.0,1000
zombie29,19.5,19.66,-8.0,1000
zombie29,19.8,20.0,-8.0,1000
zombie29,20.0,20.22,-8.0,1000
